id,session,run,trial_in_run,ctrl,cond,fb,rating,conf,trial,target,fb_2_target,rating_clean,rating_2_target,rating_2_fb
11,3,17,7,0,1,4,6,4,167,6,-2,6,0,2
11,3,17,8,0,1,8,6,3,168,6,2,6,0,-2
11,3,17,9,0,2,5,8,2,169,9,-4,8,-1,3
11,3,17,10,0,2,8,8,4,170,9,-1,8,-1,0
11,3,18,1,0,2,5,8,3,171,9,-4,8,-1,3
11,3,18,2,0,2,3,8,3,172,9,-6,8,-1,5
11,3,18,3,0,1,8,7,3,173,6,2,7,1,-1
11,3,18,4,0,1,8,7,4,174,6,2,7,1,-1
11,3,18,5,1,1,7,5,3,175,6,1,NA,NA,NA
11,3,18,6,0,1,4,6,4,176,6,-2,6,0,2
11,3,18,7,0,2,7,8,3,177,9,-2,8,-1,1
11,3,18,8,0,2,8,8,4,178,9,-1,8,-1,0
11,3,18,9,0,2,6,9,4,179,9,-3,9,0,3
11,3,18,10,0,1,5,7,3,180,6,-1,7,1,2
